year,month,CPI,CPI_Inflation,avg_HPI,long_term_interest,federal_funds_rates,budget_on_education,gdp,population,employed_percent,unemployed_percent,lowest,second,third,fourth,top_5_percent
1993,3,143.6,0.35,73.02,5.98,3.07,31324,6878718,194838,61.7,6.9,21722,41342,64985,101013.0,175289
1993,4,144.0,0.28,73.16285714,5.97,2.96,31324,6878718,194838,61.7,6.9,21722,41342,64985,101013.0,175289
1993,5,144.2,0.14,73.48571429,6.04,3.0,31324,6878718,194838,61.7,6.9,21722,41342,64985,101013.0,175289
1993,6,144.4,0.14,73.89619048,5.96,3.04,31324,6878718,194838,61.7,6.9,21722,41342,64985,101013.0,175289
1993,7,144.4,0.0,74.17095238,5.81,3.06,31324,6878718,194838,61.7,6.9,21722,41342,64985,101013.0,175289
1993,8,144.8,0.28,74.39238095,5.68,3.03,31324,6878718,194838,61.7,6.9,21722,41342,64985,101013.0,175289
1993,9,145.1,0.21,74.58809524,5.36,3.09,31324,6878718,194838,61.7,6.9,21722,41342,64985,101013.0,175289
1993,10,145.7,0.41,74.64333333,5.33,2.99,31324,6878718,194838,61.7,6.9,21722,41342,64985,101013.0,175289
1993,11,145.8,0.07,74.71476190000001,5.72,3.02,31324,6878718,194838,61.7,6.9,21722,41342,64985,101013.0,175289
1993,12,145.8,0.0,74.65571429,5.77,2.96,31324,6878718,194838,61.7,6.9,21722,41342,64985,101013.0,175289
1994,1,146.2,0.27,74.82523809999999,5.75,3.05,26881,7308755,196814,62.5,6.1,22031,41351,65800,103116.0,180206
1994,2,146.7,0.34,74.89952381,5.97,3.25,26881,7308755,196814,62.5,6.1,22031,41351,65800,103116.0,180206
1994,2,146.7,0.34,74.89952381,5.97,,26881,7308755,196814,62.5,6.1,22031,41351,65800,103116.0,180206
1994,3,147.2,0.34,75.18380952,6.48,3.34,26881,7308755,196814,62.5,6.1,22031,41351,65800,103116.0,180206
1994,3,147.2,0.34,75.18380952,6.48,,26881,7308755,196814,62.5,6.1,22031,41351,65800,103116.0,180206
1994,4,147.4,0.14,75.53047619,6.97,3.56,26881,7308755,196814,62.5,6.1,22031,41351,65800,103116.0,180206
1994,4,147.4,0.14,75.53047619,6.97,,26881,7308755,196814,62.5,6.1,22031,41351,65800,103116.0,180206
1994,5,147.5,0.07,76.07047619,7.18,4.01,26881,7308755,196814,62.5,6.1,22031,41351,65800,103116.0,180206
1994,5,147.5,0.07,76.07047619,7.18,,26881,7308755,196814,62.5,6.1,22031,41351,65800,103116.0,180206
1994,6,148.0,0.34,76.5552381,7.1,4.25,26881,7308755,196814,62.5,6.1,22031,41351,65800,103116.0,180206
1994,7,148.4,0.27,76.95714286,7.3,4.26,26881,7308755,196814,62.5,6.1,22031,41351,65800,103116.0,180206
1994,8,149.0,0.4,77.22428571,7.24,4.47,26881,7308755,196814,62.5,6.1,22031,41351,65800,103116.0,180206
1994,8,149.0,0.4,77.22428571,7.24,,26881,7308755,196814,62.5,6.1,22031,41351,65800,103116.0,180206
1994,9,149.4,0.27,77.29142857,7.46,4.73,26881,7308755,196814,62.5,6.1,22031,41351,65800,103116.0,180206
1994,10,149.5,0.07,77.32714286,7.74,4.76,26881,7308755,196814,62.5,6.1,22031,41351,65800,103116.0,180206
1994,11,149.7,0.13,77.27190476,7.96,5.29,26881,7308755,196814,62.5,6.1,22031,41351,65800,103116.0,180206
1994,11,149.7,0.13,77.27190476,7.96,,26881,7308755,196814,62.5,6.1,22031,41351,65800,103116.0,180206
1994,12,149.7,0.0,77.22857143,7.81,5.45,26881,7308755,196814,62.5,6.1,22031,41351,65800,103116.0,180206
1995,1,150.3,0.4,77.27571429,7.78,5.53,32245,7664060,198584,62.9,5.6,23073,43125,67300,104349.0,181061
1995,2,150.9,0.4,77.33238095,7.47,5.92,32245,7664060,198584,62.9,5.6,23073,43125,67300,104349.0,181061
1995,3,151.4,0.33,77.37666667,7.2,5.98,32245,7664060,198584,62.9,5.6,23073,43125,67300,104349.0,181061
1995,4,151.9,0.33,77.53142857,7.06,6.05,32245,7664060,198584,62.9,5.6,23073,43125,67300,104349.0,181061
1995,5,152.2,0.2,77.84142857,6.63,6.01,32245,7664060,198584,62.9,5.6,23073,43125,67300,104349.0,181061
1995,6,152.5,0.2,78.26904762,6.17,6.0,32245,7664060,198584,62.9,5.6,23073,43125,67300,104349.0,181061
1995,7,152.5,0.0,78.63761905,6.28,5.85,32245,7664060,198584,62.9,5.6,23073,43125,67300,104349.0,181061
1995,7,152.5,0.0,78.63761905,6.28,,32245,7664060,198584,62.9,5.6,23073,43125,67300,104349.0,181061
1995,8,152.9,0.26,79.01761905,6.49,5.74,32245,7664060,198584,62.9,5.6,23073,43125,67300,104349.0,181061
1995,9,153.2,0.2,79.15904762,6.2,5.8,32245,7664060,198584,62.9,5.6,23073,43125,67300,104349.0,181061
1995,10,153.7,0.33,79.17142857,6.04,5.76,32245,7664060,198584,62.9,5.6,23073,43125,67300,104349.0,181061
1995,11,153.6,-0.07,79.06904762,5.93,5.8,32245,7664060,198584,62.9,5.6,23073,43125,67300,104349.0,181061
1995,12,153.5,-0.07,79.00095238,5.71,5.6,32245,7664060,198584,62.9,5.6,23073,43125,67300,104349.0,181061
1995,12,153.5,-0.07,79.00095238,5.71,,32245,7664060,198584,62.9,5.6,23073,43125,67300,104349.0,181061
1996,1,154.4,0.59,78.96952381,5.65,5.56,29097,8100201,200591,63.2,5.4,23049,43326,68682,106154.0,186571
1996,1,154.4,0.59,78.96952381,5.65,,29097,8100201,200591,63.2,5.4,23049,43326,68682,106154.0,186571
1996,2,154.9,0.32,79.04285714,5.81,5.22,29097,8100201,200591,63.2,5.4,23049,43326,68682,106154.0,186571
1996,3,155.7,0.52,79.30571429,6.27,5.31,29097,8100201,200591,63.2,5.4,23049,43326,68682,106154.0,186571
1996,4,156.3,0.39,79.82333333,6.51,5.22,29097,8100201,200591,63.2,5.4,23049,43326,68682,106154.0,186571
1996,5,156.6,0.19,80.30142857,6.74,5.24,29097,8100201,200591,63.2,5.4,23049,43326,68682,106154.0,186571
1996,6,156.7,0.06,80.73761905,6.91,5.27,29097,8100201,200591,63.2,5.4,23049,43326,68682,106154.0,186571
1996,7,157.0,0.19,81.04476190000001,6.87,5.4,29097,8100201,200591,63.2,5.4,23049,43326,68682,106154.0,186571
1996,8,157.3,0.19,81.30047619,6.64,5.22,29097,8100201,200591,63.2,5.4,23049,43326,68682,106154.0,186571
1996,9,157.8,0.32,81.39571429,6.83,5.3,29097,8100201,200591,63.2,5.4,23049,43326,68682,106154.0,186571
1996,10,158.3,0.32,81.51857143,6.53,5.24,29097,8100201,200591,63.2,5.4,23049,43326,68682,106154.0,186571
1996,11,158.6,0.19,81.56047619,6.2,5.31,29097,8100201,200591,63.2,5.4,23049,43326,68682,106154.0,186571
1996,12,158.6,0.0,81.58095238,6.3,5.29,29097,8100201,200591,63.2,5.4,23049,43326,68682,106154.0,186571
1997,1,159.1,0.32,81.61380952,6.58,5.25,33519,8608515,203133,63.8,4.9,23527,44609,70275,109232.0,193333
1997,2,159.6,0.31,81.71095238,6.42,5.19,33519,8608515,203133,63.8,4.9,23527,44609,70275,109232.0,193333
1997,3,160.0,0.25,82.09952381,6.69,5.39,33519,8608515,203133,63.8,4.9,23527,44609,70275,109232.0,193333
1997,3,160.0,0.25,82.09952381,6.69,,33519,8608515,203133,63.8,4.9,23527,44609,70275,109232.0,193333
1997,4,160.2,0.12,82.59523809999999,6.89,5.51,33519,8608515,203133,63.8,4.9,23527,44609,70275,109232.0,193333
1997,5,160.1,-0.06,83.20333333,6.71,5.5,33519,8608515,203133,63.8,4.9,23527,44609,70275,109232.0,193333
1997,6,160.3,0.12,83.76142857,6.49,5.56,33519,8608515,203133,63.8,4.9,23527,44609,70275,109232.0,193333
1997,7,160.5,0.12,84.31142857,6.22,5.52,33519,8608515,203133,63.8,4.9,23527,44609,70275,109232.0,193333
1997,8,160.8,0.19,84.67761905,6.3,5.54,33519,8608515,203133,63.8,4.9,23527,44609,70275,109232.0,193333
1997,9,161.2,0.25,84.90571429,6.21,5.54,33519,8608515,203133,63.8,4.9,23527,44609,70275,109232.0,193333
1997,10,161.6,0.25,85.12333333,6.03,5.5,33519,8608515,203133,63.8,4.9,23527,44609,70275,109232.0,193333
1997,11,161.5,-0.06,85.32666667,5.88,5.52,33519,8608515,203133,63.8,4.9,23527,44609,70275,109232.0,193333
1997,12,161.3,-0.12,85.58,5.81,5.5,33519,8608515,203133,63.8,4.9,23527,44609,70275,109232.0,193333
1998,1,161.6,0.19,85.84190476,5.54,5.56,35298,9089168,205220,64.1,4.5,24292,45834,72859,113048.0,199264
1998,2,161.9,0.19,86.16380952,5.57,5.51,35298,9089168,205220,64.1,4.5,24292,45834,72859,113048.0,199264
1998,3,162.2,0.19,86.72952381,5.65,5.49,35298,9089168,205220,64.1,4.5,24292,45834,72859,113048.0,199264
1998,4,162.5,0.18,87.46190476,5.64,5.45,35298,9089168,205220,64.1,4.5,24292,45834,72859,113048.0,199264
1998,5,162.8,0.18,88.30428571,5.65,5.49,35298,9089168,205220,64.1,4.5,24292,45834,72859,113048.0,199264
1998,6,163.0,0.12,89.23904762,5.5,5.56,35298,9089168,205220,64.1,4.5,24292,45834,72859,113048.0,199264
1998,7,163.2,0.12,90.00333333,5.46,5.54,35298,9089168,205220,64.1,4.5,24292,45834,72859,113048.0,199264
1998,8,163.4,0.12,90.59190476,5.34,5.55,35298,9089168,205220,64.1,4.5,24292,45834,72859,113048.0,199264
1998,9,163.6,0.12,91.02,4.81,5.51,35298,9089168,205220,64.1,4.5,24292,45834,72859,113048.0,199264
1998,9,163.6,0.12,91.02,4.81,,35298,9089168,205220,64.1,4.5,24292,45834,72859,113048.0,199264
1998,10,164.0,0.24,91.28285714,4.53,5.07,35298,9089168,205220,64.1,4.5,24292,45834,72859,113048.0,199264
1998,10,164.0,0.24,91.28285714,4.53,,35298,9089168,205220,64.1,4.5,24292,45834,72859,113048.0,199264
1998,11,164.0,0.0,91.46190476,4.83,4.83,35298,9089168,205220,64.1,4.5,24292,45834,72859,113048.0,199264
1998,11,164.0,0.0,91.46190476,4.83,,35298,9089168,205220,64.1,4.5,24292,45834,72859,113048.0,199264
1998,12,163.9,-0.06,91.65523809999999,4.65,4.68,35298,9089168,205220,64.1,4.5,24292,45834,72859,113048.0,199264
1999,1,164.3,0.24,92.00857143,4.72,4.63,33643,9660624,207753,64.3,4.2,25291,47110,74361,116937.0,209575
1999,2,164.5,0.12,92.40095238,5.0,4.76,33643,9660624,207753,64.3,4.2,25291,47110,74361,116937.0,209575
1999,3,165.0,0.3,93.08761905,5.23,4.81,33643,9660624,207753,64.3,4.2,25291,47110,74361,116937.0,209575
1999,4,166.2,0.73,94.06047619,5.18,4.74,33643,9660624,207753,64.3,4.2,25291,47110,74361,116937.0,209575
1999,5,166.2,0.0,95.02904762,5.54,4.74,33643,9660624,207753,64.3,4.2,25291,47110,74361,116937.0,209575
1999,6,166.2,0.0,96.07333333,5.9,4.76,33643,9660624,207753,64.3,4.2,25291,47110,74361,116937.0,209575
1999,6,166.2,0.0,96.07333333,5.9,,33643,9660624,207753,64.3,4.2,25291,47110,74361,116937.0,209575
1999,7,166.7,0.3,96.95857143,5.79,4.99,33643,9660624,207753,64.3,4.2,25291,47110,74361,116937.0,209575
1999,8,167.1,0.24,97.70714286,5.94,5.07,33643,9660624,207753,64.3,4.2,25291,47110,74361,116937.0,209575
1999,8,167.1,0.24,97.70714286,5.94,,33643,9660624,207753,64.3,4.2,25291,47110,74361,116937.0,209575
1999,9,167.9,0.48,98.35,5.92,5.22,33643,9660624,207753,64.3,4.2,25291,47110,74361,116937.0,209575
1999,10,168.2,0.18,98.84428571,6.11,5.2,33643,9660624,207753,64.3,4.2,25291,47110,74361,116937.0,209575
1999,11,168.3,0.06,99.23619048,6.03,5.42,33643,9660624,207753,64.3,4.2,25291,47110,74361,116937.0,209575
1999,11,168.3,0.06,99.23619048,6.03,,33643,9660624,207753,64.3,4.2,25291,47110,74361,116937.0,209575
1999,12,168.3,0.0,99.67380952,6.28,5.3,33643,9660624,207753,64.3,4.2,25291,47110,74361,116937.0,209575
2000,1,168.8,0.3,100.0,6.66,5.45,31816,10284779,212577,64.4,4.0,25580,47106,74475,116716.0,207293
2000,2,169.8,0.59,100.65347829999999,6.52,5.73,31816,10284779,212577,64.4,4.0,25580,47106,74475,116716.0,207293
2000,2,169.8,0.59,100.65347829999999,6.52,,31816,10284779,212577,64.4,4.0,25580,47106,74475,116716.0,207293
2000,3,171.2,0.82,101.656087,6.26,5.85,31816,10284779,212577,64.4,4.0,25580,47106,74475,116716.0,207293
2000,3,171.2,0.82,101.656087,6.26,,31816,10284779,212577,64.4,4.0,25580,47106,74475,116716.0,207293
2000,4,171.3,0.06,103.04521740000001,5.99,6.02,31816,10284779,212577,64.4,4.0,25580,47106,74475,116716.0,207293
2000,5,171.5,0.12,104.483913,6.44,6.27,31816,10284779,212577,64.4,4.0,25580,47106,74475,116716.0,207293
2000,5,171.5,0.12,104.483913,6.44,,31816,10284779,212577,64.4,4.0,25580,47106,74475,116716.0,207293
2000,6,172.4,0.52,105.8121739,6.1,6.53,31816,10284779,212577,64.4,4.0,25580,47106,74475,116716.0,207293
2000,7,172.8,0.23,106.6556522,6.05,6.54,31816,10284779,212577,64.4,4.0,25580,47106,74475,116716.0,207293
2000,8,172.8,0.0,107.38,5.83,6.5,31816,10284779,212577,64.4,4.0,25580,47106,74475,116716.0,207293
2000,9,173.7,0.52,108.00869569999999,5.8,6.52,31816,10284779,212577,64.4,4.0,25580,47106,74475,116716.0,207293
2000,10,174.0,0.17,108.61434779999999,5.74,6.51,31816,10284779,212577,64.4,4.0,25580,47106,74475,116716.0,207293
2000,11,174.1,0.06,109.33652169999999,5.72,6.51,31816,10284779,212577,64.4,4.0,25580,47106,74475,116716.0,207293
2000,12,174.0,-0.06,110.0104348,5.24,6.4,31816,10284779,212577,64.4,4.0,25580,47106,74475,116716.0,207293
2001,1,175.1,0.63,110.65391299999999,5.16,5.98,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,1,175.1,0.63,110.65391299999999,5.16,,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,1,175.1,0.63,110.65391299999999,5.16,,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,2,175.8,0.4,111.2095652,5.1,5.49,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,3,176.2,0.23,112.1452174,4.89,5.31,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,3,176.2,0.23,112.1452174,4.89,,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,4,176.9,0.4,113.26217390000001,5.14,4.8,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,4,176.9,0.4,113.26217390000001,5.14,,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,5,177.7,0.45,114.2478261,5.39,4.21,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,5,177.7,0.45,114.2478261,5.39,,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,6,178.0,0.17,115.30173909999998,5.28,3.97,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,6,178.0,0.17,115.30173909999998,5.28,,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,7,177.5,-0.28,116.18434779999998,5.24,3.77,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,8,177.5,0.0,116.9534783,4.97,3.65,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,8,177.5,0.0,116.9534783,4.97,,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,9,178.3,0.45,117.5578261,4.73,3.07,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,9,178.3,0.45,117.5578261,4.73,,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,10,177.7,-0.34,117.91173909999998,4.57,2.49,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,10,177.7,-0.34,117.91173909999998,4.57,,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,11,177.4,-0.17,118.05826090000002,4.65,2.09,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,11,177.4,-0.17,118.05826090000002,4.65,,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,12,176.7,-0.39,117.99391299999999,5.09,1.82,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2001,12,176.7,-0.39,117.99391299999999,5.09,,39734,10621824,215092,63.7,4.7,24941,46237,73560,115892.0,208882
2002,1,177.1,0.23,118.11260870000001,5.04,1.73,55838,10977514,217570,62.7,5.8,24480,45606,72640,114799.0,204961
2002,2,177.8,0.4,118.47,4.91,1.74,55838,10977514,217570,62.7,5.8,24480,45606,72640,114799.0,204961
2002,3,178.8,0.56,119.55434779999999,5.28,1.73,55838,10977514,217570,62.7,5.8,24480,45606,72640,114799.0,204961
2002,4,179.8,0.56,120.88739129999999,5.21,1.75,55838,10977514,217570,62.7,5.8,24480,45606,72640,114799.0,204961
2002,5,179.8,0.0,122.51608700000001,5.16,1.75,55838,10977514,217570,62.7,5.8,24480,45606,72640,114799.0,204961
2002,6,179.9,0.06,124.05521740000002,4.93,1.75,55838,10977514,217570,62.7,5.8,24480,45606,72640,114799.0,204961
2002,7,180.1,0.11,125.46739129999999,4.65,1.73,55838,10977514,217570,62.7,5.8,24480,45606,72640,114799.0,204961
2002,8,180.7,0.33,126.59565220000002,4.26,1.74,55838,10977514,217570,62.7,5.8,24480,45606,72640,114799.0,204961
2002,9,181.0,0.17,127.46217390000001,3.87,1.75,55838,10977514,217570,62.7,5.8,24480,45606,72640,114799.0,204961
2002,10,181.3,0.17,128.24869569999998,3.94,1.75,55838,10977514,217570,62.7,5.8,24480,45606,72640,114799.0,204961
2002,11,181.3,0.0,128.8521739,4.05,1.34,55838,10977514,217570,62.7,5.8,24480,45606,72640,114799.0,204961
2002,11,181.3,0.0,128.8521739,4.05,,55838,10977514,217570,62.7,5.8,24480,45606,72640,114799.0,204961
2002,12,180.9,-0.22,129.40478259999998,4.03,1.24,55838,10977514,217570,62.7,5.8,24480,45606,72640,114799.0,204961
2003,1,181.7,0.44,129.7526087,4.05,1.24,63001,11510670,221168,62.3,6.0,24027,45426,72752,116058.0,205912
2003,2,183.1,0.77,130.2195652,3.9,1.26,63001,11510670,221168,62.3,6.0,24027,45426,72752,116058.0,205912
2003,3,184.2,0.6,131.0191304,3.81,1.25,63001,11510670,221168,62.3,6.0,24027,45426,72752,116058.0,205912
2003,4,183.8,-0.22,132.1965217,3.96,1.26,63001,11510670,221168,62.3,6.0,24027,45426,72752,116058.0,205912
2003,5,183.5,-0.16,133.5234783,3.57,1.26,63001,11510670,221168,62.3,6.0,24027,45426,72752,116058.0,205912
2003,6,183.7,0.11,134.72,3.33,1.22,63001,11510670,221168,62.3,6.0,24027,45426,72752,116058.0,205912
2003,6,183.7,0.11,134.72,3.33,,63001,11510670,221168,62.3,6.0,24027,45426,72752,116058.0,205912
2003,7,183.9,0.11,136.0356522,3.98,1.01,63001,11510670,221168,62.3,6.0,24027,45426,72752,116058.0,205912
2003,8,184.6,0.38,137.34956519999997,4.45,1.03,63001,11510670,221168,62.3,6.0,24027,45426,72752,116058.0,205912
2003,9,185.2,0.33,138.7386957,4.27,1.01,63001,11510670,221168,62.3,6.0,24027,45426,72752,116058.0,205912
2003,10,185.0,-0.11,140.0217391,4.29,1.01,63001,11510670,221168,62.3,6.0,24027,45426,72752,116058.0,205912
2003,11,184.5,-0.27,141.0982609,4.3,1.0,63001,11510670,221168,62.3,6.0,24027,45426,72752,116058.0,205912
2003,12,184.3,-0.11,142.05608700000002,4.27,0.98,63001,11510670,221168,62.3,6.0,24027,45426,72752,116058.0,205912
2004,1,185.2,0.49,142.976087,4.15,1.0,67161,12274928,223357,62.3,5.5,24048,45109,71849,114482.0,204439
2004,2,186.2,0.54,144.1178261,4.08,1.01,67161,12274928,223357,62.3,5.5,24048,45109,71849,114482.0,204439
2004,3,187.4,0.64,146.2247826,3.83,1.0,67161,12274928,223357,62.3,5.5,24048,45109,71849,114482.0,204439
2004,4,188.0,0.32,148.9134783,4.35,1.0,67161,12274928,223357,62.3,5.5,24048,45109,71849,114482.0,204439
2004,5,189.1,0.59,151.7434783,4.72,1.0,67161,12274928,223357,62.3,5.5,24048,45109,71849,114482.0,204439
2004,6,189.7,0.32,154.6978261,4.73,1.03,67161,12274928,223357,62.3,5.5,24048,45109,71849,114482.0,204439
2004,6,189.7,0.32,154.6978261,4.73,,67161,12274928,223357,62.3,5.5,24048,45109,71849,114482.0,204439
2004,7,189.4,-0.16,157.083913,4.5,1.26,67161,12274928,223357,62.3,5.5,24048,45109,71849,114482.0,204439
2004,8,189.5,0.05,158.9208696,4.28,1.43,67161,12274928,223357,62.3,5.5,24048,45109,71849,114482.0,204439
2004,8,189.5,0.05,158.9208696,4.28,,67161,12274928,223357,62.3,5.5,24048,45109,71849,114482.0,204439
2004,9,189.9,0.21,160.5208696,4.13,1.61,67161,12274928,223357,62.3,5.5,24048,45109,71849,114482.0,204439
2004,9,189.9,0.21,160.5208696,4.13,,67161,12274928,223357,62.3,5.5,24048,45109,71849,114482.0,204439
2004,10,190.9,0.53,161.86043480000004,4.1,1.76,67161,12274928,223357,62.3,5.5,24048,45109,71849,114482.0,204439
2004,11,191.0,0.05,162.96739130000003,4.19,1.93,67161,12274928,223357,62.3,5.5,24048,45109,71849,114482.0,204439
2004,11,191.0,0.05,162.96739130000003,4.19,,67161,12274928,223357,62.3,5.5,24048,45109,71849,114482.0,204439
2004,12,190.3,-0.37,164.0647826,4.23,2.16,67161,12274928,223357,62.3,5.5,24048,45109,71849,114482.0,204439
2004,12,190.3,-0.37,164.0647826,4.23,,67161,12274928,223357,62.3,5.5,24048,45109,71849,114482.0,204439
2005,1,190.7,0.21,165.36260869999998,4.22,2.28,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2005,2,191.8,0.58,167.1169565,4.17,2.5,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2005,2,191.8,0.58,167.1169565,4.17,,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2005,3,193.3,0.78,169.4356522,4.5,2.63,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2005,3,193.3,0.78,169.4356522,4.5,,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2005,4,194.6,0.67,172.21695649999998,4.34,2.79,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2005,5,194.4,-0.1,175.0356522,4.14,3.0,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2005,5,194.4,-0.1,175.0356522,4.14,,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2005,6,194.5,0.05,177.9030435,4.0,3.04,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2005,6,194.5,0.05,177.9030435,4.0,,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2005,7,195.4,0.46,180.3456522,4.18,3.26,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2005,8,196.4,0.51,182.5434783,4.26,3.5,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2005,8,196.4,0.51,182.5434783,4.26,,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2005,9,198.8,1.22,184.68,4.2,3.62,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2005,9,198.8,1.22,184.68,4.2,,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2005,10,199.2,0.2,186.4291304,4.46,3.78,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2005,11,197.6,-0.8,187.766087,4.54,4.0,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2005,12,196.8,-0.4,188.5147826,4.47,4.16,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2005,12,196.8,-0.4,188.5147826,4.47,,74476,13093726,226082,62.7,5.1,24131,45298,72552,115390.0,208874
2006,1,198.3,0.76,188.9478261,4.42,4.29,100019,13855888,228815,63.1,4.6,24418,46038,73126,118260.0,212081
2006,1,198.3,0.76,188.9478261,4.42,,100019,13855888,228815,63.1,4.6,24418,46038,73126,118260.0,212081
2006,2,198.7,0.2,189.5930435,4.57,4.49,100019,13855888,228815,63.1,4.6,24418,46038,73126,118260.0,212081
2006,3,199.8,0.55,190.27956519999998,4.72,4.59,100019,13855888,228815,63.1,4.6,24418,46038,73126,118260.0,212081
2006,3,199.8,0.55,190.27956519999998,4.72,,100019,13855888,228815,63.1,4.6,24418,46038,73126,118260.0,212081
2006,4,201.5,0.85,191.50043480000002,4.99,4.79,100019,13855888,228815,63.1,4.6,24418,46038,73126,118260.0,212081
2006,5,202.5,0.5,192.61956519999998,5.11,4.94,100019,13855888,228815,63.1,4.6,24418,46038,73126,118260.0,212081
2006,5,202.5,0.5,192.61956519999998,5.11,,100019,13855888,228815,63.1,4.6,24418,46038,73126,118260.0,212081
2006,6,202.9,0.2,193.21695649999998,5.11,4.99,100019,13855888,228815,63.1,4.6,24418,46038,73126,118260.0,212081
2006,6,202.9,0.2,193.21695649999998,5.11,,100019,13855888,228815,63.1,4.6,24418,46038,73126,118260.0,212081
2006,7,203.5,0.3,193.5669565,5.09,5.24,100019,13855888,228815,63.1,4.6,24418,46038,73126,118260.0,212081
2006,8,203.9,0.2,193.3743478,4.88,5.25,100019,13855888,228815,63.1,4.6,24418,46038,73126,118260.0,212081
2006,9,202.9,-0.49,193.00391299999998,4.72,5.25,100019,13855888,228815,63.1,4.6,24418,46038,73126,118260.0,212081
2006,10,201.8,-0.54,192.4608696,4.73,5.25,100019,13855888,228815,63.1,4.6,24418,46038,73126,118260.0,212081
2006,11,201.5,-0.15,191.66521740000002,4.6,5.25,100019,13855888,228815,63.1,4.6,24418,46038,73126,118260.0,212081
2006,12,201.8,0.15,190.5252174,4.56,5.24,100019,13855888,228815,63.1,4.6,24418,46038,73126,118260.0,212081
2007,1,202.416,0.31,189.5656522,4.76,5.25,68265,14477635,231867,63.0,4.6,24048,46340,73480,118516.0,209773
2007,2,203.49900000000002,0.54,188.9273913,4.72,5.26,68265,14477635,231867,63.0,4.6,24048,46340,73480,118516.0,209773
2007,3,205.352,0.91,188.46043480000003,4.56,5.26,68265,14477635,231867,63.0,4.6,24048,46340,73480,118516.0,209773
2007,4,206.68599999999998,0.65,188.1191304,4.69,5.25,68265,14477635,231867,63.0,4.6,24048,46340,73480,118516.0,209773
2007,5,207.949,0.61,187.8291304,4.75,5.25,68265,14477635,231867,63.0,4.6,24048,46340,73480,118516.0,209773
2007,6,208.352,0.19,187.2773913,5.1,5.25,68265,14477635,231867,63.0,4.6,24048,46340,73480,118516.0,209773
2007,7,208.299,-0.03,186.6852174,5.0,5.26,68265,14477635,231867,63.0,4.6,24048,46340,73480,118516.0,209773
2007,8,207.917,-0.18,185.40043480000003,4.67,5.02,68265,14477635,231867,63.0,4.6,24048,46340,73480,118516.0,209773
2007,9,208.49,0.28,183.7030435,4.52,4.94,68265,14477635,231867,63.0,4.6,24048,46340,73480,118516.0,209773
2007,9,208.49,0.28,183.7030435,4.52,,68265,14477635,231867,63.0,4.6,24048,46340,73480,118516.0,209773
